row_number,quarter,date_received_by_gmc,entity_department,project_description,supplier_service_provider,value_of_deviation,reason_for_deviation,award_by_ao_aa_date,contract_start_date,contract_expiry,status,award_by_ao_aa_date,contract_start_date,contract_expiry,status,supported,rollover_or_new
422,Q4 2022/23,2023/02/13,Transnet SOC Ltd,SUPPLY OBFC M30 L0U XN 5C0H0 ML STILL,BARAKA EVENTS,"R4 150,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
423,Q4 2022/23,2023/02/13,Transnet SOC Ltd,WATER,CLIFFBAR,"R3 600,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
424,Q4 2022/23,2023/02/13,Transnet SOC Ltd,BCM LUNCH,AMAHLAMANGWANE,"R3 095,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
425,Q4 2022/23,2023/02/13,Transnet SOC Ltd,PROCUREMENT OF SHE BINS,LOOSONLINE,"R3 000,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
426,Q4 2022/23,2023/03/15,"Export Credit Insurance Corporation of
South Africa Limited",Policy reviews,Century pay solutions Ltd (Pty),"R457 757,50",Procurement by other means,2023/03/03,Not stated,Not stated,,2023/03/03,Not stated,Not stated,,Noting,New
427,Q4 2022/23,2023/03/15,"Export Credit Insurance Corporation of
South Africa Limited",Secretarial services,Fluid Rock Cosec,"R33 810,00",Procurement by other means,2023/03/09,Not stated,Not stated,,2023/03/09,Not stated,Not stated,,Noting,New
428,Q4 2022/23,2023/02/13,Transnet SOC Ltd,STAFF TRANSPORT,Not Stated,"R1 600,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
429,Q4 2022/23,2023/02/13,Transnet SOC Ltd,PROCUREMENT OF TOILET PAPER,LOOSONLINE,"R1 500,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
430,Q4 2022/23,2023/02/13,Transnet SOC Ltd,DELIVERY/COLLECTION (TRANSPORT FEE),LOOSONLINE,"R445,00",Procurement by other means,2023/01/04,Not stated,Not stated,,2023/01/04,Not stated,Not stated,,Noting,New
431,Q4 2022/23,2023/03/08,"Armaments Corporation of South Africa
Limited","Supply, Install and Commissioning of UPS",RP Electrical and pool construction,"R1 086 750,00",Procurement by other means,2023/03/07,Not stated,Not stated,,2023/03/07,Not stated,Not stated,,Noting,New
432,Q4 2022/23,2023/03/08,"Armaments Corporation of South Africa
Limited",Repairs of MIG welder,Preweld Pty Ltd,"R11 444,50",Procurement by other means,2023/03/07,Not stated,Not stated,,2023/03/07,Not stated,Not stated,,Noting,New
433,Q4 2022/23,2023/03/08,"Armaments Corporation of South Africa
Limited",Replacement of extractor fan,X-Link systems,"R54 715,18",Procurement by other means,2023/03/07,Not stated,Not stated,,2023/03/07,Not stated,Not stated,,Noting,New
434,Q4 2022/23,2023/03/07,"Social Housing Regulatory Authority
(SHRA)",Payment for training,University of Witwatersrand,"R15 960,00","Deviation,EPmroecrugreenmcye ncta bsye oatsh epre rm SeCanMs delegation",2023/03/07,Not stated,Not stated,,2023/03/07,Not stated,Not stated,,Noting,New
435,Q4 2022/23,2023/02/23,South African Social Security Agency,Appointment of a service provider to,Inprint Projects,"R6 260,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/03,Not stated,Not stated,,2023/02/03,Not stated,Not stated,,Noting,New
436,Q4 2022/23,2023/02/23,South African Social Security Agency,conduct Preferential Procurement,Inprint Projects,"R53 360,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/01/02,Not stated,Not stated,,2023/01/02,Not stated,Not stated,,Noting,New
437,Q4 2022/23,2023/02/23,South African Social Security Agency,Regulations 2022 training for SCM staff,Inprint Projects,"R10 450,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/01/02,Not stated,Not stated,,2023/01/02,Not stated,Not stated,,Noting,New
438,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R8 430,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/01/02,Not stated,Not stated,,2023/01/02,Not stated,Not stated,,Noting,New
439,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R16 710,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/01/02,Not stated,Not stated,,2023/01/02,Not stated,Not stated,,Noting,New
440,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R6 740,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/01/02,Not stated,Not stated,,2023/01/02,Not stated,Not stated,,Noting,New
441,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Inprint Projects,"R10 500,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/03,Not stated,Not stated,,2023/02/03,Not stated,Not stated,,Noting,New
442,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Andwekazi Trading,"R36 520,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/03,Not stated,Not stated,,2023/02/03,Not stated,Not stated,,Noting,New
443,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Andwekazi Trading,"R8 280,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/03,Not stated,Not stated,,2023/02/03,Not stated,Not stated,,Noting,New
444,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R16 710,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/03,Not stated,Not stated,,2023/02/03,Not stated,Not stated,,Noting,New
445,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R63 830,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/03,Not stated,Not stated,,2023/02/03,Not stated,Not stated,,Noting,New
446,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Masiqhame Trading,"R57 670,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/03,Not stated,Not stated,,2023/02/03,Not stated,Not stated,,Noting,New
447,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Masiqhame Trading,"R27 990,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/03,Not stated,Not stated,,2023/02/03,Not stated,Not stated,,Noting,New
448,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Langley's Catering,"R14 740,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/07,Not stated,Not stated,,2023/02/07,Not stated,Not stated,,Noting,New
449,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Langley's Catering,"R6 260,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/07,Not stated,Not stated,,2023/02/07,Not stated,Not stated,,Noting,New
450,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Langley's Catering,"R15 570,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/07,Not stated,Not stated,,2023/02/07,Not stated,Not stated,,Noting,New
451,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Langley's Catering,"R40 710,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/07,Not stated,Not stated,,2023/02/07,Not stated,Not stated,,Noting,New
452,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Langley's Catering,"R12 520,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/07,Not stated,Not stated,,2023/02/07,Not stated,Not stated,,Noting,New
453,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Inzalo Property Development,"R60 930,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/07,Not stated,Not stated,,2023/02/07,Not stated,Not stated,,Noting,New
454,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Inzalo Property Development,"R24 000,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/07,Not stated,Not stated,,2023/02/07,Not stated,Not stated,,Noting,New
455,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Inzalo Property Development,"R54 260,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/07,Not stated,Not stated,,2023/02/07,Not stated,Not stated,,Noting,New
456,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Andwekazi Trading,"R23 070,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/07,Not stated,Not stated,,2023/02/07,Not stated,Not stated,,Noting,New
457,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Andwekazi Trading,"R46 190,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/07,Not stated,Not stated,,2023/02/07,Not stated,Not stated,,Noting,New
458,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Luchwayito & Zama,"R47 020,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
environment.",2023/02/07,Not stated,Not stated,,2023/02/07,Not stated,Not stated,,Noting,New
459,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Luchwayito & Zama,"R20 950,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/07,Not stated,Not stated,,2023/02/07,Not stated,Not stated,,Noting,New
460,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Masiqhame Trading,"R20 900,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/07,Not stated,Not stated,,2023/02/07,Not stated,Not stated,,Noting,New
461,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Mavula 1,"R203 540,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/10,Not stated,Not stated,,2023/02/10,Not stated,Not stated,,Noting,New
462,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Mavula 2,"R189 800,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/10,Not stated,Not stated,,2023/02/10,Not stated,Not stated,,Noting,New
463,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Mavula 3,"R134 390,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/10,Not stated,Not stated,,2023/02/10,Not stated,Not stated,,Noting,New
464,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R212 000,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/10,Not stated,Not stated,,2023/02/10,Not stated,Not stated,,Noting,New
465,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R159 680,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/10,Not stated,Not stated,,2023/02/10,Not stated,Not stated,,Noting,New
466,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R207 380,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/10,Not stated,Not stated,,2023/02/10,Not stated,Not stated,,Noting,New
467,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Inzalo Property Development,"R152 970,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/10,Not stated,Not stated,,2023/02/10,Not stated,Not stated,,Noting,New
468,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Inzalo Property Development,"R208 340,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/10,Not stated,Not stated,,2023/02/10,Not stated,Not stated,,Noting,New
469,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Masiqhame Trading,"R275 600,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/10,Not stated,Not stated,,2023/02/10,Not stated,Not stated,,Noting,New
470,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Inprint Projects,"R204 680,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/10,Not stated,Not stated,,2023/02/10,Not stated,Not stated,,Noting,New
471,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Luchwayito & Zama,"R159 680,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/10,Not stated,Not stated,,2023/02/10,Not stated,Not stated,,Noting,New
472,Q4 2022/23,2023/02/23,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Andwekazi Trading,"R159 000,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
In 2021, on the requeensvti roofn tmhee nEta.stern Cape Region,",2023/02/10,Not stated,Not stated,,2023/02/10,Not stated,Not stated,,Noting,New
473,Q4 2022/23,2023/02/17,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Mesranet (Pty) Ltd,"R240 422,80","National Department of Public Works (NDPW) initiated
a competitive bidding process to test the market based
on te issued NDPWI Procurement Instruction. After
the bids were advertised, the procurement process
was held in abeyance due to a notice issued by
National Treasury in February and March 2022
concurrently. The lease agreement expired and NDPW
Neisls sotnil lM coannddueclati nUgn iivtse rpsriotyc uisr ethmee onnt lpyr oaccecrsesdeisted",2022/07/29,2022/05/01,2023/04/30,,2022/07/29,2022/05/01,2023/04/30,,Noting,New
474,Q4 2022/23,2023/02/17,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Nelson Mandela University,"R34 000,00","Institution in the Eastern Cape that can conduct the
shorty learning programme called - Practical Labour
A skills gap was idLeanwti fPierdo garta Lmomcael Office Level in all",2022/07/21,Not stated,2022/11/28,,2022/07/21,Not stated,2022/11/28,,Noting,New
475,Q4 2022/23,2023/02/17,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",National School of Governance,"R698 190,00","Regions. An Advanced Management Development
Programme (ADMP) was identified to address the
skills gap. National School of Governance offered the
Media buying is impotrratainnint gbecause strategically",2022/08/23,2022/09/01,2022/09/01,,2022/08/23,2022/09/01,2022/09/01,,Noting,New
476,Q4 2022/23,2023/02/17,South African Social Security Agency,Extention of Lease Agreement,SABC Umhlobo Wenene,"R0,00","purchased media can impact a campaign's success. It
is not enough to have compelling copy and visuals.
Talk shows, radio interviews and adverts must be
placed in the right locations and at the right times and
frequencies, so as to reach the targeted audience. The
goal therefore is to identify and purchase media space
on channels that are relevant to the Agency target
audience. This include social grant beneficiaries,
potential beneficiaries and stakeholders at large for
purposes of information sharing and grasping the
needs required when applying or in receipt of social
grant. Talk shows, radio adverts and interviews are a
great way to reach local and broader audiences in an
interactive or informative way as being creative is
encouraged in SASSA Marketing and Communication
Policy.In the Eastern Cape, there is only one national
radio station - Umhlobo Wenene FM that is
broadcasting in IsiXhosa and can widely reach the
mTahjoer iEtya ostfe arnnt iCciappaete Cdo tmarmgeutn aituyd Rieandcieo wHhuibc his i sth SeA sSoSleA",2022/10/12,2022/10/12,2023/03/31,,2022/10/12,2022/10/12,2023/03/31,,Noting,New
477,Q4 2022/23,2023/02/17,South African Social Security Agency,Procurement of Training,Eastern Cape Community Hub,"R61 100,00","supplier and is made up of a collection of Eastern
Cape Radio Stations. Currently there is 23 radio
stations that form part of the Eastern Cape Community
Radio Hub. It is the only hub in the Eastern Cape that
provides a centralised service fora ll the stations. The
aim of the hub is make braodcasting services more
The Eastern aCcacpees sCibolme manudn ictye nRtraadliisoe Hd.u b is the sole",2022/12/06,2022/12/19,2022/12/20,,2022/12/06,2022/12/19,2022/12/20,,Noting,New
478,Q4 2022/23,2023/02/17,South African Social Security Agency,Procurement of Training,Eastern Cape Community Hub,"R123 373,50","supplier and is made up of a collection of Eastern
Cape Radio Stations. Currently there is 23 radio
stations that form part of the Eastern Cape Community
Radio Hub. It is the only hub in the Eastern Cape that
provides a centralised service fora ll the stations. The
aim of the hub is make braodcasting services more
accessible and centralised.",2022/08/11,2022/10/31,2022/10/31,,2022/08/11,2022/10/31,2022/10/31,,Noting,New
479,Q4 2022/23,2023/02/28,Special Investigation Unit,Procurement of Media Space,Vodacom SA (Pty) Ltd,"R2 000 000,00",Additional communication services and equipment,2023/02/28,Not stated,2023/11/20,,2023/02/28,Not stated,2023/11/20,,Noting,New
480,Q4 2022/23,2023/02/28,Special Investigation Unit,Procurement of Media Space,Intellisec Access Control (Pty) Ltd,"R3 690,43",Faulty door lock at the entrance,2023/02/28,2023/02/28,2023/03/01,,2023/02/28,2023/02/28,2023/03/01,,Noting,New
481,Q4 2022/23,2023/03/08,National Prosecuting Authority,Procurement of Media Space,Lexisnexis,"R2 718 079,40",Sole supplier-once off supply of publication,2023/02/22,2023/02/22,2023/02/22,,2023/02/22,2023/02/22,2023/02/22,,Noting,New
482,Q4 2022/23,2023/03/08,National Prosecuting Authority,Communication Service,Juta,"R2 534 457,40",Sole supplier-once off supply of publication,2023/02/22,2023/02/23,2023/02/22,,2023/02/22,2023/02/23,2023/02/22,,Noting,New
483,Q4 2022/23,2023/03/03,South African Social Security Agency,Repairs o the doors in the SIU Durban Office,Eastern Cape Community Radio Forum,"R129 600,00","emanating from CSG Top-Up. Community Radio
stations are the most effective use of communication
channels that the agnecy utilizes to reach most of its
beneficiaries and public. Radio also plays a huge role
in providing inofrmation that will educate, inform and
empower people from communicites within the EC
Region. The Eastern Cape Community Radio Forum
is the sole supplier that provides a centralised
administration service for all the twenty three (23)
radio stations. Letter confirming that the Eastern Cape
MaCnoamgemmuennitty m Haudbe isa tdheec issoiolen sthuaptp lbieidrs i sa alstota nceheedd taos be",2023/02/22,2023/02/23,2023/02/23,,2023/02/22,2023/02/23,2023/02/23,,Noting,New
484,Q4 2022/23,2023/03/03,South African Social Security Agency,Publications,Arena Holdings,"R23 000,00","advertised in the Local Newspapers, Daily Dispatch
and The Herarld to ensure that service providers get an
equal opportunity to submit bids. The reason for the
advertisements in the Local Newspapers is due to the
poor responses received for bids advertised during the
2022/23 financial year. Considering the demographics
of the Eastern Cape, it is believed that not all bidders
are aware of the advertising platforms used to
advertised bids. Arena Holdings is the owner of the two
newspapers, Daily Dispatch and The Herald. Letter
confirming ownership is attached as confirmation of
Deviatthioen p,Eromceurrgeemnecnyt cmaseeth aosd p- esro SleC sMu pdpelileergation",2023/02/15,2023/02/18,2023/02/18,,2023/02/15,2023/02/18,2023/02/18,,Noting,New
485,Q4 2022/23,2023/03/08,South African Social Security Agency,Publications,Masiqhame Trading,"R50 230,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/01,Not stated,Not stated,,2023/03/01,Not stated,Not stated,,Noting,New
486,Q4 2022/23,2023/03/08,South African Social Security Agency,Procurement of Radio Air Time,ARMCO Trading,"R18 780,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/01,Not stated,Not stated,,2023/03/01,Not stated,Not stated,,Noting,New
487,Q4 2022/23,2023/03/08,South African Social Security Agency,Publication of bids in local newspapers,ARMCO Trading,"R6 260,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/01,Not stated,Not stated,,2023/03/01,Not stated,Not stated,,Noting,New
488,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R6 310,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/01,Not stated,Not stated,,2023/03/01,Not stated,Not stated,,Noting,New
489,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R6 260,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/01,Not stated,Not stated,,2023/03/01,Not stated,Not stated,,Noting,New
490,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R8 380,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/01,Not stated,Not stated,,2023/03/01,Not stated,Not stated,,Noting,New
491,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R30 310,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/01,Not stated,Not stated,,2023/03/01,Not stated,Not stated,,Noting,New
492,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R31 500,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/21,Not stated,Not stated,,2023/02/21,Not stated,Not stated,,Noting,New
493,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R67 040,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/21,Not stated,Not stated,,2023/02/21,Not stated,Not stated,,Noting,New
494,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R18 830,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/21,Not stated,Not stated,,2023/02/21,Not stated,Not stated,,Noting,New
495,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R14 740,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/21,Not stated,Not stated,,2023/02/21,Not stated,Not stated,,Noting,New
496,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R10 550,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/21,Not stated,Not stated,,2023/02/21,Not stated,Not stated,,Noting,New
497,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R6 210,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/21,Not stated,Not stated,,2023/02/21,Not stated,Not stated,,Noting,New
498,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R27 010,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
