row_number,quarter,date_received_by_gmc,entity_department,project_description,supplier_service_provider,value_of_deviation,reason_for_deviation,award_by_ao_aa_date,contract_start_date,contract_expiry,status,award_by_ao_aa_date,contract_start_date,contract_expiry,status,supported,rollover_or_new
1450,Q2 2024/25,2024/06/28,"Department of Higher Education and Training
(DHET)","To approve single source procurement for department senior managers for membership of the
SAMEA",South African Monitoring and evaluation Association,"R10 000,00","SAMEA is the only umbrela body for Monitoring and Evaluation professional
and practitioners in the country",2024/06/25,2024/06/25,2024/06/25,Reported,2024/06/25,2024/06/25,2024/06/25,Reported,,
1451,Q2 2024/25,2024/06/28,"Insurance Sector Education and Training
Authority (Inseta)SETA","Request to deviate from normal scm processes to book advertising space at topco media
publications psl cover february 2024 edition",Topcor Media,"R230 000,00","To request from the Chief Executive Officer, of the Insurance Sector
Education and Training Authority (INSETA) for approval for the INSETA to
book advertising space TOPCO Media Publications PSL cover February
2024 edition",2024/01/22,2024/01/22,2024/01/22,Reported,2024/01/22,2024/01/22,2024/01/22,Reported,,
1452,Q2 2024/25,2024/06/28,South African Police Service (SAPS),Open data internet line,Telkom SA,"R631 892,03","Application for open data internet line for newly renovated NAT JOINTS
Coordination centre",2024/05/23,2024/05/23,2024/05/23,Reported,2024/05/23,2024/05/23,2024/05/23,Reported,,
1453,Q2 2024/25,2024/06/28,South African Qualifications Authority (SAQA),Renewal of Oracle License for NLRD For 12 Months,Oracle Corporation (Pty) Ltd,"R296 645,08",Sole Source,2024/05/27,2024/01/07,2025/06/30,Reported,2024/05/27,2024/01/07,2025/06/30,Reported,,
1454,Q2 2024/25,2024/07/02,National Heritage Council South Africa (NHC),"Request for approval to deviation from normal SCM procedures to continue with the Grant
Management system offered by Praxis Computing",Praxis Computing,"R2 266 844,35","The Grant Management System was procured on 25 April 2022 from Praxis
Computing for the Funding offered by NHC. It is necessary to proceed with
the existing system to keep historical records, reporting, officials were
trained, the setup, implementation and configuration costs have been paid.
Future payments will only be for licensing / hosting of the system and
support.",2024/04/26,2024/04/29,2027/04/28,Reported,2024/04/26,2024/04/29,2027/04/28,Reported,,
1455,Q2 2024/25,2024/07/02,National Heritage Council South Africa (NHC),Renewal of Sage Evolution license fee,Sage,"R68 262,00","NHC uses Sage Evolution as financial system and needs to reniew the
license",2024/06/07,2024/06/10,2025/06/09,Reported,2024/06/07,2024/06/10,2025/06/09,Reported,,
1456,Q2 2024/25,2024/07/02,National Heritage Council South Africa (NHC),Renewal of Easy Intelligence Reporting Software licence fee,Malbo Solutions,"R84 617,00",NHC uses Easy Intelligence Reporting for financial reporting and AFS,2024/06/07,2024/06/10,2025/06/09,Reported,2024/06/07,2024/06/10,2025/06/09,Reported,,
1457,Q2 2024/25,2024/07/02,National Heritage Council South Africa (NHC),Membership with IODSA,Institute of Directors (IODSA),"R49 875,00","Council members and management are members of IODSA and it was
requested that approval be granted to renew membership as they are the
custodian of corporate governance and the King IV",2024/06/07,2024/06/07,2024/12/31,Reported,2024/06/07,2024/06/07,2024/12/31,Reported,,
1458,Q2 2024/25,2024/07/02,National Heritage Council South Africa (NHC),RT3-2018 Office automation for 3 months,TSL Telecommunication and Automation,"R25 000,00","RT3-2018 contract expired on 6 April 2024 and the newly appointed supplier
can only deliver the replacement equipment towards end of July 2024. It is
an interim arrangement as operations depend",2024/06/07,2024/04/06,2024/06/30,Reported,2024/06/07,2024/04/06,2024/06/30,Reported,,
1459,Q2 2024/25,2024/06/28,"Finance and Accounting Services Sector
Education and Training Authority (Fasset)SETA",Top Empowerment Conference 2024,Topco Media,"R229 425,00",Sole Source,2024/06/20,Once Off,Once Off,Reported,2024/06/20,Once Off,Once Off,Reported,,
1460,Q2 2024/25,2024/06/28,"Finance and Accounting Services Sector
Education and Training Authority (Fasset)SETA",Top Women Leaders Publication,Topco Media,"R422 625,00",Sole Source,2024/06/27,Once Off,Once Off,Reported,2024/06/27,Once Off,Once Off,Reported,,
1461,Q2 2024/25,2024/06/27,"Education, Training and Development Practices
Sector Education and Training Authority (ETDP
SETA)SETA","Appointment of a service provider to transport photocopying machines to new ETDPSETA office
premises at the Head Office, Kwazulu Natal and Northen Cape",Konilca Minolta SA,"R13 030,27",Single Source,2024/06/21,2024/06/21,2024/06/21,Reported,2024/06/21,2024/06/21,2024/06/21,Reported,,
1462,Q2 2024/25,2024/06/26,"Department of Women, Youth and Persons with
Disabilities (DWYPD)","Configuration and setup of MS365 for additional mailboxes incl services and shared accounts
including security",Jireh Customer Services,"R961 000,00","Configuration and setup of MS365 for additional mailboxes incl services and
shared accounts including security and config and provision of 20TB
storage with backup services (continuation of a service)",2024/04/15,Once Off,Once Off,Reported,2024/04/15,Once Off,Once Off,Reported,,
1463,Q2 2024/25,2024/06/26,"Department of Women, Youth and Persons with
Disabilities (DWYPD)","Provide support services for DWYPD on Microsoft exchange and active directory for a period of 3
months",Altron Digital Business,"R148 417,45","Provide support services for DWYPD on Microsoft exchange and active
directory for a period of 3 months",2024/04/20,Once Off,Once Off,Reported,2024/04/20,Once Off,Once Off,Reported,,
1464,Q2 2024/25,2024/06/26,"Department of Women, Youth and Persons with
Disabilities (DWYPD)",Upgrade of ERS Biometric system for new Fedsure building,ZK Software,"R477 254,83",Upgrade of ERS Biometric system to Fedsure building,2024/04/22,Once Off,Once Off,Reported,2024/04/22,Once Off,Once Off,Reported,,
1465,Q2 2024/25,2024/07/05,"Quality Council for Trades and Occupations
(QCTO)",Certified Information System Professiona Training,Koening Solutions,"R73 600,00",Limited market-International training,2024/07/02,Once Off,Once Off,Reported,2024/07/02,Once Off,Once Off,Reported,,
1466,Q2 2024/25,2024/07/02,National Research Foundation (NRF),"Provision of consulting, devops, software development, compute and data storage services and the
co-implementation of technology development project for a period of three (3) years.",Tsolo Storage Systems (Pty) Ltd,"R48 456 216,90",Single Source,2024/07/01,2024/08/01,2027/07/31,Reported,2024/07/01,2024/08/01,2027/07/31,Reported,,
1467,Q2 2024/25,2024/07/03,South African National Space Agency (SANSA),M -Files Licensing R enewal for two years,IT Clarity,"R4 646 936,85",Multi- Source Deviation,2024/06/26,2024/07/01,2026/06/30,Reported,2024/06/26,2024/07/01,2026/06/30,Reported,,
1468,Q2 2024/25,2024/07/09,"Banking Sector Education and Training Authority
(BANKSETA)SETA",Membership renewal,Institute Internal Auditors South African (IIASA),"R5 375,01","Single Source - Annual membership fees for Internal Audit staff member
who is a member of this institution. Membership assist thier duties and
keeps them abreast of internal audit matters.",2024/06/27,2024/06/27,2025/03/31,Reported,2024/06/27,2024/06/27,2025/03/31,Reported,,
1469,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",Purchasing of EO Report,Euroconsult,"R124 419,60",Sole Source Procurement,2024/06/25,2024/06/25,2025/06/24,Reported,2024/06/25,2024/06/25,2025/06/24,Reported,,
1470,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",Renewal of Software License for Siemens EDA – PADS Professional Support,ASIC Design services (Pty) Ltd,"R257 360,91",Sole Source Procurement,2024/06/21,2024/06/21,2025/06/20,Reported,2024/06/21,2024/06/21,2025/06/20,Reported,,
1471,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",Flashlamps (existing laser system),Ekspla LTD,"R82 753,22",Sole Source Procurement,2024/06/24,2024/06/24,2024/06/24,Reported,2024/06/24,2024/06/24,2024/06/24,Reported,,
1472,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)","6353L-002-048-151-703: 8-Channel A/D & D/A Zynq UltraScale+ RFSoC (ZU48DR)- Small Form
Factor System -2 FPGA Speed Grade (-1 FPGA Speed Grade standard) and accessories",Rugged Interconnect Technologies (Pty) Ltd,"R1 140 066,84",Sole Source Procurement,2024/07/02,2024/07/02,2024/07/02,Reported,2024/07/02,2024/07/02,2024/07/02,Reported,,
1473,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",Publication on the Green Economy Journal to promote the NCPC_SA 6th Biennial Conference,M People Resourcing (Pty) Ltd,"R48 300,00",Sole Source Procurement,2024/06/27,2024/06/27,2024/06/27,Reported,2024/06/27,2024/06/27,2024/06/27,Reported,,
1474,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",Trusted Computing Platforms TCP-L200S X6,Nanoteq (Pty) Ltd,"R587 052,00",Sole Source Procurement,2024/07/02,2024/07/02,2024/07/02,Reported,2024/07/02,2024/07/02,2024/07/02,Reported,,
1475,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",Quanstudio 5 Realtime maintenance,LTC Tech South Africa (Pty) Ltd,"R43 414,80",Sole Source Procurement,2024/06/21,2024/06/21,2024/06/21,Reported,2024/06/21,2024/06/21,2024/06/21,Reported,,
1476,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)","Request to advertise in Creamer Media (Engineering News) to promote the NCPC_SA 6th Biennial
Conference 11 – 12 September 2024.",Creamer Media South Africa (Pty) Ltd,"R59 800,00",Sole Source Procurement,2024/06/27,2024/09/11,2024/09/12,Reported,2024/06/27,2024/09/11,2024/09/12,Reported,,
1477,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)","Request to purchase advertising to promote the NCPC-Sa services and Biennial conference on 11 –
12 September 2024.",Hypenica (Pty) Ltd,"R9 711,75",Sole Source Procurement,2024/06/27,2024/06/27,2024/06/27,Reported,2024/06/27,2024/06/27,2024/06/27,Reported,,
1478,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)","The supply of Radar Water Level Sensor, 114.8ft Max Distance (-40 to +80C)",Campbell Scientific Africa (Pty) Ltd.,"R65 218,80",Sole Source Procurement,2024/06/28,2024/06/28,2024/06/28,Reported,2024/06/28,2024/06/28,2024/06/28,Reported,,
1479,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)","Repairing KRC 2 Fan, KPC MC Fan Assembly",Jendamark Automation (Pty) Ltd,"R33 159,42",Sole Source Procurement,2024/06/25,2024/06/25,2024/06/25,Reported,2024/06/25,2024/06/25,2024/06/25,Reported,,
1480,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",CSIR editorial and brand awareness through advertising on various platforms of MechChem Africa,Crown Publication (Pty) Ltd,"R87 920,95",Sole Source Procurement,2024/06/27,2024/06/27,2024/06/27,Reported,2024/06/27,2024/06/27,2024/06/27,Reported,,
1481,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)","Request to participate in the Manufacturing Indaba, an annual conference and exhibition",Manufacturing Indaba (Pty) Ltd,"R133 014,00",Sole Source Procurement,2024/06/27,2024/10/22,2024/10/23,Reported,2024/06/27,2024/10/22,2024/10/23,Reported,,
1482,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",Renewal of Software License for Siemens HDL Software,ASIC DESIGN SERVICES,"R199 635,98",Sole Source Procurement,2024/07/02,2024/07/02,2025/07/01,Reported,2024/07/02,2024/07/02,2025/07/01,Reported,,
1483,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)","Servicing contract for all Instrom and TA instruments in department 086LD, including repairs, parts
and traveling as needed.",ADI Scientific (PTY) LTD,"R383 608,40",Sole Source Procurement,2024/06/10,2024/06/10,2027/06/09,Reported,2024/06/10,2024/06/10,2027/06/09,Reported,,
1484,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",Calibration Instruments for the Radar and EW Impact Area,Concilium Technologies (Pty) Ltd,"R575 345,37",Sole Source Procurement,2024/05/17,2024/05/17,2027/05/16,Reported,2024/05/17,2024/05/17,2027/05/16,Reported,,
1485,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",REW Application Assistance Support on Sewes Upgrade - 2nd Phase,Opti-Num Solutions,"R156 400,00",Sole Source Procurement,2024/07/01,2024/07/01,2024/07/01,Reported,2024/07/01,2024/07/01,2024/07/01,Reported,,
1486,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",CubePlus evaluation kit,BioSynex Technologies GmbH,"R38 430,99",Single Source Procurement,2024/06/24,2024/06/24,2024/06/24,Reported,2024/06/24,2024/06/24,2024/06/24,Reported,,
1487,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",Professional fees (Stage 5 & 6) for the ICC HVAC Project – Electrical,Delta Built Environment Consultants (PTY) Ltd,"R142 396,45",Single Source Procurement,2024/06/20,2024/07/06,2024/11/01,Reported,2024/06/20,2024/07/06,2024/11/01,Reported,,
1488,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",Professional fees (Stage 5 & 6) for the ICC HVAC Project – Mechanical,Delta Built Environment Consultants (PTY) Ltd,"R1 172 816,00",Single Source Procurement,2024/06/20,2024/07/06,2024/11/01,Reported,2024/06/20,2024/07/06,2024/11/01,Reported,,
1489,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)","Renewal of MATLAB software commercial licenses annually for a period of five (5) years (01 July
2024 - June 2029) at an amount of R4,169,293.068 VAT inclusive.",Opti-Num Solutions (Pty) Ltd,"R684 680,10",Single Source Procurement,2024/06/27,2024/06/30,2029/06/30,Reported,2024/06/27,2024/06/30,2029/06/30,Reported,,
1490,Q2 2024/25,2024/07/04,"Council for Scientific and Industrial Research
(CSIR)",ISO 14001:2015 certification,TUV Rheinland inspection services ( Pty) Ltd,"R31 337,50",Single Source Procurement,2024/06/26,2024/06/26,2024/06/26,Reported,2024/06/26,2024/06/26,2024/06/26,Reported,,
1491,Q2 2024/25,2024/07/10,"Department of Higher Education and Training
(DHET)",To appoint the venue at the houghton hotel to render services for the meeting with the minister,Gemini MoonTrading 7,"R9 260,75",Single Source,2024/07/04,2024/07/04,2024/07/04,Reported,2024/07/04,2024/07/04,2024/07/04,Reported,,
1492,Q2 2024/25,2024/07/08,National Heritage Council South Africa (NHC),"Request for deviation from normal SCM processes to procure ICT migration and installation services
for the new office building from The Facilities Company responsible for the Tenant Installation.",The Facilities Company (Pty) Ltd,"R4 633 071,00","The NHC has awarded a tender to The Facilities Company to secure a
lease for a period of 5 years. The same company is responsible for the
relocation, office space planning, office branding and tenant installation. The
ICT services were excluded. NHC made three attempts to procure the
services externally. The formal bid was cancelled due to non-compliance by
bidders.",2024/06/29,2024/06/29,2024/08/31,Reported,2024/06/29,2024/06/29,2024/08/31,Reported,,
1493,Q2 2024/25,2024/07/10,South African National Space Agency (SANSA),Reporting by other means - Equipment Calibration,Protea Electronics Pty Ltd,"R30 349,31","Protea Electronics is the only authorized calibration and repair agent for
Rohde and Swartz test equipment in South Africa",2024/07/08,Once Off,Once Off,Reported,2024/07/08,Once Off,Once Off,Reported,,
1494,Q2 2024/25,2024/07/08,South African Tourism,Routes Market- participating fee,Informa Markets,"R1 533 501,00",Single Source,2024/06/25,2024/10/06,2024/10/08,Reported,2024/06/25,2024/10/06,2024/10/08,Reported,,
1495,Q2 2024/25,2024/07/08,South African Tourism,Bid Suupport -FIP World Congress of Pharmacy and Pharmaceutical Sciences 2022,The Pharmaceutical Soc of SA,"R1 185 000,00",Single Source,2024/06/27,2024/09/01,2024/09/04,Reported,2024/06/27,2024/09/01,2024/09/04,Reported,,
1496,Q2 2024/25,2024/07/08,South African Tourism,Data appeal- diversity of data collect and the dashboard,The data appeal company,"R1 339 212,00",Single Source,2024/07/01,2024/07/01,2025/06/30,Reported,2024/07/01,2024/07/01,2025/06/30,Reported,,
1497,Q2 2024/25,2024/07/15,South African Weather Service,"Appointment of Eclipse Holdings(Pty) Ltd to provide maintenance and support of the Cray HPC &
Lustre storage fpr 8 mnths (1 July 2024 to 28 February 2025)",Eclipse Holdings (Pty) Ltd,"R1 759 362,00",Business continuity,2024/06/28,2024/07/01,2025/02/28,Reported,2024/06/28,2024/07/01,2025/02/28,Reported,,
1498,Q2 2024/25,2024/07/16,"Quality Council for Trades and Occupations
(QCTO)",Development of Occupational Quals,ECSA,"R78 315,00",Sole Supplier,2024/07/11,Once Off,Once Off,Reported,2024/07/11,Once Off,Once Off,Reported,,
1499,Q2 2024/25,2024/07/16,"Quality Council for Trades and Occupations
(QCTO)",Qualifications registration for 2023/2024,SAQA,"R643 800,00",Sole Supplier,2024/07/12,Once Off,Once Off,Reported,2024/07/12,Once Off,Once Off,Reported,,
1500,Q2 2024/25,2024/07/18,"Department of Higher Education and Training
(DHET)","Appointment of a service provider to print, pack, plastic seal,consolidate and dispatch examination
papers of technical and vocational education and training colleges to examination center for the
period of three years effective from 1 January 2023 until 31 December 2025",The Government Printing Works,"R65 404 354,23",Single Source,2024/07/15,2024/07/15,2025/12/31,Reported,2024/07/15,2024/07/15,2025/12/31,Reported,,
1501,Q2 2024/25,2024/07/16,"Manufacturing, Engineering and Related Services
Sector Education and Training Authority
(merSETA)SETA",Support-NSDMS System,Jumpco,"R1 000 000,00",Single Source,2024/06/01,2024/06/01,2024/12/31,Reported,2024/06/01,2024/06/01,2024/12/31,Reported,,
1502,Q2 2024/25,2024/07/10,"Department of Public Works and Infrastructure
(DPWI)",Repairs of electrical low voltage systems at all department client,Zaremia,"R0,00",Emergency Procurement,2024/05/22,2024/05/22,2024/08/21,Reported,2024/05/22,2024/05/22,2024/08/21,Reported,,
1503,Q2 2024/25,2024/07/10,"Department of Public Works and Infrastructure
(DPWI)",Rendering of security services at 47 Fennel Road in Main Village,Vusizwe Security and Cleaning,"R790 000,00","The twelve months quotation ended on the 17/04/2024 and extension of
contract was submitted to RBAC and they did not sit ( form a quarum ) and
Security requested the emergency as the property has cleaning equipment
and cannot be left unguarded.Currently five months contract was appointed",2024/05/01,2024/05/01,2024/06/30,Reported,2024/05/01,2024/05/01,2024/06/30,Reported,,
1504,Q2 2024/25,2024/07/10,"Department of Public Works and Infrastructure
(DPWI)",Rendering of cleaning services at Jeppe Magistrate Court,Vhutali Trading,"R81 482,93","The 24 months: Cluster 02 tender was approved by RBAC on 13 February
2024 subject to positive security screening results. Outstanding results were
received on 27 March 2024 from Head office. The approved tender was
submitted to Legal Services on 02 April 2024 and was returned on 03 April
2024 with comments to be attended to and we were advised to take the file
back to RBAC. On 12 April 2024, we submitted to RBAC secretariat a
memo to request permission to engage bidders. The 24 months tender was
awarded on 28 May 2024.",2024/05/09,2024/05/09,2024/06/08,Reported,2024/05/09,2024/05/09,2024/06/08,Reported,,
1505,Q2 2024/25,2024/07/10,"Department of Public Works and Infrastructure
(DPWI)",Rendering of cleaning services at Johannesburg Magistrate Court,CMK Projects,"R444 653,11","The 24 months: Cluster 02 tender was approved by RBAC on 13 February
2024 subject to positive security screening results. Outstanding results were
received on 27 March 2024 from Head office. The approved tender was
submitted to Legal Services on 02 April 2024 and was returned on 03 April
2024 with comments to be attended to and we were advised to take the file
back to RBAC. On 12 April 2024, we submitted to RBAC secretariat a
memo to request permission to engage bidders. The 24 months tender was
awarded on 28 May 2024.",2024/05/08,2024/05/08,2024/06/07,Reported,2024/05/08,2024/05/08,2024/06/07,Reported,,
1506,Q2 2024/25,2024/07/10,"Department of Public Works and Infrastructure
(DPWI)",Rendering of 24hrs security services at Family court,AAA Security Services,"R790 000,00","Five months contract ended on the 31/03/2024 and Security Management
Services received a request from UCA that the vagrants are occupying the
property so it urgently needs to be safeguarded while still awaiting the
quotation to be awarded",2024/05/01,2024/05/01,2024/06/30,Reported,2024/05/01,2024/05/01,2024/06/30,Reported,,
1507,Q2 2024/25,2024/07/10,"Department of Public Works and Infrastructure
(DPWI)","Operation, maintenanance and repairs of coal-fired boilers at Leewkop DCS",Lehumo Development Holdings,"R360 000,00","Both the tender and quotation were at evaluation stage (not awarded).
Boilers can't be left un-attended as the facility relies on the steam generated
by the boiler for other activities like cooking in the kitchen and for hot water
supply. The boiler operatioin is done by people that have been trained to
operate the boiler as it is a pressure equipment and regulated by the PER
(Pressure Equipment Regulations). Not having this service in place would
have inconvenienced the inmates at the maximum section and hindered in
food preparation. The quotation was was awarded and commenced on
01/07/2024.",2024/05/01,2024/05/01,2024/06/30,Reported,2024/05/01,2024/05/01,2024/06/30,Reported,,
1508,Q2 2024/25,2024/07/10,"Department of Public Works and Infrastructure
(DPWI)","Operation, maintenanance and repairs of coal-fired boilers at Krugersdorp DCS",Goldwave Construction cc,"R360 000,00","Both the tender and quotation were at evaluation stage (not awarded).
Boilers can't be left un-attended as the facility relies on the steam generated
by the boiler for other activities like cooking in the kitchen and for hot water
supply. The boiler operatioin is done by people that have been trained to
operate the boiler as it is a pressure equipment and regulated by the PER
(Pressure Equipment Regulations). Not having this service in place would
have inconvenienced the inmates at the maximum section and hindered in
food preparation. The quotation was was awarded and commenced on
01/07/2024.",2024/05/08,2024/05/08,2024/06/30,Reported,2024/05/08,2024/05/08,2024/06/30,Reported,,
1509,Q2 2024/25,2024/07/10,"Department of Public Works and Infrastructure
(DPWI)",Rendering of 24hrs security services at 17 Young Avenue for a period of 02 months.,Jutricia Construction and Projects,"R790 000,00","Five months contract ended on the 31/03/2024 and Security Management
Services received a request from UCA that the vagrants are occupying the
property so it urgently needs to be safeguarded while still awaiting the
quotation to be awarded",2024/05/01,2024/05/01,2024/06/30,Reported,2024/05/01,2024/05/01,2024/06/30,Reported,,
1510,Q2 2024/25,2024/07/10,"Department of Public Works and Infrastructure
(DPWI)",Rendering of 24hrs security services at 08 Helio Street for a period of 02 months.,Gilagila Trading and Projects,"R790 000,00","Five months contract ended on the 31/03/2024 and Security Management
Services received a request from UCA that the vagrants are occupying the
property so it urgently needs to be safeguarded while still awaiting the
quotation to be awarded",2024/05/01,2024/05/01,2024/06/30,Reported,2024/05/01,2024/05/01,2024/06/30,Reported,,
1511,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)","Request for the duct space lease, support, and maintenance of the Vanderbijlpark Metropolitan Area
Network dark fibre links for a 10-year period.",Dark Fibre Africa Proprietary Limited,"R3 625 492,30",Sole Source Procurement,2024/07/08,2024/07/01,2025/06/30,Reported,2024/07/08,2024/07/01,2025/06/30,Reported,,
1512,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",Supply and delivery of Clark CPA 2110i Laser system,Clark MXR.INC,"R254 693,83",Sole Source Procurement,2024/07/11,2024/07/11,2024/07/11,Reported,2024/07/11,2024/07/11,2024/07/11,Reported,,
1513,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)","Exhibition and speaking slot - CSIR’s Voice Computing research group will be exhibiting their
capabilities",AI Media (Pty) Ltd,"R138 000,00",Sole Source Procurement,2024/07/03,2024/10/29,2024/10/31,Reported,2024/07/03,2024/10/29,2024/10/31,Reported,,
1514,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",Replacement of our Hilti TE905-AVR combihammer and Hilti DD-160E coring machine,Hilti South Africa (Pty) Ltd,"R121 208,47",Sole Source Procurement,2024/07/12,2024/07/12,2024/07/12,Reported,2024/07/12,2024/07/12,2024/07/12,Reported,,
1515,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)","Publication of CSIR Thought leadership articles that will position of Resources and capabilities in the
Marketplace",Global Africa Network Media (Pty) Ltd,"R241 885,02",Sole Source Procurement,2024/07/15,2024/07/15,2024/07/15,Reported,2024/07/15,2024/07/15,2024/07/15,Reported,,
1516,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",Spatial light modular,Holoeye Photonics AG,"R215 723,68",Sole Source Procurement,2024/07/17,2024/07/17,2024/07/17,Reported,2024/07/17,2024/07/17,2024/07/17,Reported,,
1517,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)","HE400UWB : UWB antenna module for HE400xx, 30 MHz to 6 GHz",Protea Electronics (Pty) Ltd,"R50 168,75",Sole Source Procurement,2024/07/04,2024/07/04,2024/07/04,Reported,2024/07/04,2024/07/04,2024/07/04,Reported,,
1518,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",The supply of WiFrost 5G Equipment Models,WiFrost Inc,"R692 008,80",Sole Source Procurement,2024/07/11,2024/07/11,2024/07/11,Reported,2024/07/11,2024/07/11,2024/07/11,Reported,,
1519,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",Supply and delivery of RT Strut standard,TANDM Technologies (Pty) Ltd,"R101 676,10",Sole Source Procurement,2024/07/11,2024/07/11,2024/07/11,Reported,2024/07/11,2024/07/11,2024/07/11,Reported,,
1520,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)","The provision of service, maintenance and Support for CSIR Moored Vessel Projects",WSD Expertise (Pty) Ltd,"R46 115,90",Sole Source Procurement,2024/07/12,2024/07/12,2024/07/12,Reported,2024/07/12,2024/07/12,2024/07/12,Reported,,
1521,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",One year license for EnCase Forensic OEM Support and EnCase Mobile Investigator OEM Support,"Custom Made Investigation technology Solution (Pty)
Ltd","R34 105,32",Sole Source Procurement,2024/07/05,2024/07/30,2025/06/30,Reported,2024/07/05,2024/07/30,2025/06/30,Reported,,
1522,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",Renewal of Hexagon EdgeCAM software products,Stillam Group Holdings (Pty) Ltd,"R46 678,50",Sole Source Procurement,2024/07/11,2024/08/01,2025/07/31,Reported,2024/07/11,2024/08/01,2025/07/31,Reported,,
1523,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",Procurement of a Dynabeads detection (Chemical) kit,IDEXX Laboratories (Pty) Ltd,"R47 325,95",Sole Source Procurement,2024/07/08,2024/07/08,2024/07/08,Reported,2024/07/08,2024/07/08,2024/07/08,Reported,,
1524,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",Specialised cables with required connectors for Somat eDAQ Lite data acquisition systems,TANDM Technologies (Pty) Ltd,"R34 137,75",Sole Source Procurement,2024/07/09,2024/07/09,2024/07/09,Reported,2024/07/09,2024/07/09,2024/07/09,Reported,,
1525,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)","Appointment of Bulumko Corporate Law Advisers and Consultants for a period of Six (06) months
effective from April 2024 until 30 September 2024","Bulumko Corporate Law Advisors and Consultants
(Pty) Ltd","R391 000,00",Single Source Procurement,2024/06/24,2024/06/24,2025/03/31,Reported,2024/06/24,2024/06/24,2025/03/31,Reported,,
1526,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",Mingda MD-400D 3D Printer(for 3D printing capability upgrade),B and R Metrology Solutions (Pty) Ltd,"R225 250,50",Single Source Procurement,2024/05/31,2024/05/31,2024/05/31,Reported,2024/05/31,2024/05/31,2024/05/31,Reported,,
1527,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",Lab Armor bead bath with beads,United Scientific (Pty) Ltd,"R47 311,00",Single Source Procurement,2024/07/11,2024/07/11,2024/07/11,Reported,2024/07/11,2024/07/11,2024/07/11,Reported,,
1528,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)","Design and manufacture of the mechanical structure of a 3D powder printer based on the open-
source Oasis 3D powder printer",Aditiv Solutions (Pty) Ltd,"R718 750,00",Single Source Procurement,2024/07/12,2024/07/12,2024/07/12,Reported,2024/07/12,2024/07/12,2024/07/12,Reported,,
1529,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",Repairs on Electrical Board for Zeiss SEM,Carl Zeiss (Pty) Ltd,"R262 664,50",Single Source Procurement,2024/07/09,2024/07/09,2024/07/09,Reported,2024/07/09,2024/07/09,2024/07/09,Reported,,
